
Active Connections

  Proto  Local Address          Foreign Address        State
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54915  [2620:100:601c:3::a27d:603]:https  TIME_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54922  [2a01:111:2010:8::ff19]:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54923  iad30s07-in-x03:https  TIME_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54924  iad30s07-in-x03:https  TIME_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54925  [2a01:111:2010:8::ff19]:https  TIME_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54927  [2603:1036:404:11a::2]:https  TIME_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54928  [2603:1036:404:11a::2]:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54932  [2620:1ec:c::11]:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54933  [2620:1ec:c::11]:https  TIME_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54934  [2a01:111:2010:8::ff19]:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54936  iad23s63-in-x05:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54937  iad23s63-in-x05:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54938  [2620:1ec:c::11]:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54945  iad30s07-in-x03:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54946  iad30s07-in-x03:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54953  [2001:559:19:a000::172b:a513]:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54963  [2620:119:50e0:105::6cae:b11]:https  ESTABLISHED
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54974  [2620:100:601c:3::a27d:603]:https  TIME_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54975  [2620:100:6040:4::a27d:f804]:https  TIME_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:54998  [2620:100:601c:3::a27d:603]:https  TIME_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:55004  [2620:100:601c:3::a27d:603]:https  TIME_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:55668  [2001:559:19:3097::57]:https  CLOSE_WAIT
  TCP    [2601:98b:8200:5064:b914:a8fd:151a:c621]:65036  [2620:119:50e0:105::6cae:b11]:https  ESTABLISHED
  TCP    [fe80::a53d:3e2:b9df:afda%7]:2032  thig1:0                LISTENING
  UDP    0.0.0.0:5050           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5355           *:*                    
  UDP    0.0.0.0:17500          *:*                    
  UDP    0.0.0.0:57946          *:*                    
  UDP    0.0.0.0:63691          *:*                    
  UDP    10.0.0.76:137          *:*                    
  UDP    10.0.0.76:138          *:*                    
  UDP    10.0.0.76:1900         *:*                    
  UDP    10.0.0.76:59984        *:*                    
  UDP    127.0.0.1:1233         *:*                    
  UDP    127.0.0.1:1900         *:*                    
  UDP    127.0.0.1:49666        *:*                    
  UDP    127.0.0.1:59985        *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5355              *:*                    
  UDP    [::]:63691             *:*                    
  UDP    [::1]:1900             *:*                    
  UDP    [::1]:59983            *:*                    
  UDP    [fe80::a53d:3e2:b9df:afda%7]:1900  *:*                    
  UDP    [fe80::a53d:3e2:b9df:afda%7]:59982  *:*                    
